path	bytes	sha256	what_it_proves
deliverables/halt1b_p_a3/samples/bhav/cm06SEP2017bhav.csv.zip	65090	b1b21c5c63e8df850dfcbe48fc33f81464ce242e493003462f6b491eb56394bb	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm06SEP2017bhav.csv.zip)
deliverables/halt1b_p_a3/samples/bhav/cm06SEP2018bhav.csv.zip	68568	f631ffa6c05d2f0918ae6074bd4cf886b44ace68c535791e5b8b00cd68eb128d	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm06SEP2018bhav.csv.zip)
deliverables/halt1b_p_a3/samples/bhav/cm07MAR2019bhav.csv.zip	68776	1d9f056408202bce7d5d0047970bfe9689e24ecd6fa0a41016b49a56d0559a58	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm07MAR2019bhav.csv.zip)
deliverables/halt1b_p_a3/samples/bhav/cm07OCT2016bhav.csv.zip	62432	c58f9537b877179ec8193c1e2fd6a9ffa332a29a6e51c26e0cb8f5df319db013	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm07OCT2016bhav.csv.zip)
deliverables/halt1b_p_a3/samples/bhav/cm07SEP2017bhav.csv.zip	65538	90de686d2082617a8e1892460df5dd5ce5f3013c303fb156677ffaacee339316	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm07SEP2017bhav.csv.zip)
deliverables/halt1b_p_a3/samples/bhav/cm08MAR2019bhav.csv.zip	68424	e895ab7483783bf47fca3820161a48c0d98c7e410591171d85026502d155ccf3	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm08MAR2019bhav.csv.zip)
deliverables/halt1b_p_a3/samples/bhav/cm08SEP2017bhav.csv.zip	65161	0406b75a63c53b2462ba32a1bfbe71aff36c4f5c258a621672fb7e7062c70ee3	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm08SEP2017bhav.csv.zip)
deliverables/halt1b_p_a3/samples/bhav/cm10OCT2016bhav.csv.zip	62349	90afd956688bf447d75ed4595e5e391d2aa5dfd1a1b16b7b26020851a47dd11c	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm10OCT2016bhav.csv.zip)
deliverables/halt1b_p_a3/samples/bhav/cm11SEP2017bhav.csv.zip	65604	e93f3352995a1b7bec21aa915a8132e8066e7af4a4a9324ec934e87a250271b5	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm11SEP2017bhav.csv.zip)
deliverables/halt1b_p_a3/samples/bhav/cm29MAY2018bhav.csv.zip	68129	17303f71d1d964158b9b6a895a3493f1fe32c9aa8efd30bb461b894c9b1f8612	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm29MAY2018bhav.csv.zip)
deliverables/halt1b_p_a3/samples/bhav/cm30MAY2018bhav.csv.zip	67802	812d9d641277f6081a2448c0805232045d1b57e7017897b70c6849f943abec20	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm30MAY2018bhav.csv.zip)
deliverables/halt1b_p_a3/samples/bhav/cm31AUG2018bhav.csv.zip	69252	7a7534810ce967cce81e78600d57dd5a2bae5ca1a4ee49930f3e9310cf6a49b3	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm31AUG2018bhav.csv.zip)
deliverables/halt1b_p_a3/samples/bhav/cm31MAY2018bhav.csv.zip	67898	99d58a092e6e4113db992403ce1a79a1cf396e12427cc6bd13cc35c34843f182	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm31MAY2018bhav.csv.zip)
deliverables/halt1b_p_a3/scripts/gate0_prerequisites.py	8069	910832962806e410354a7ea42ce70dcc6a3c61ab5a28c900b72f909c4814cc7b	Gate 0 script auditing 57 monthly snapshots and isolating required symbols and dates
deliverables/halt1b_p_a3/scripts/gate1_fetch_bhavcopies.py	12374	7007a275ceceee1db51a30dd297784d4e06e86dfea233210e5681abcfaa843d1	Gate 1 script concurrently sourcing daily Bhavcopies from nsearchives and extracting series EQ/BE
deliverables/halt1b_p_a3/scripts/gate2_adjustment.py	7736	ab8cdad73de5557669775591f74e1d1d46a772e7e133ed211b295c50cb2e7ce3	Gate 2 script applying adjust_ohlc pure function across full reconstructed price dataset
deliverables/halt1b_p_a3/scripts/gate3_coverage.py	9992	64577cbe9957439add680285a75dc17f8438cca7e2880f6d4a5222223bfe768c	Gate 3 script re-measuring joint coverage metrics and evaluating §1 thresholds
deliverables/halt1b_p_a3/scripts/generate_evidence_index.py	4488	3d9f2fa699f5d1ed4788998a7053171bda73c875cb216c2804ca0559c8b7df3c	Script compiling Phase 5.5.A-3 EVIDENCE_INDEX.tsv manifest
deliverables/halt1b_p_a3/task_list.md	1623	a9b6d0b4f0b83450bbef9d9ccdbe1cdbd97ee0803ae62795c446e7fc97e27a61	Phase 5.5 roadmap task list tracking progress across gates
data/verification/halt1b_p_a3/adjusted_bhavcopy_bars.parquet	8048124	2b8279f17f32e86ca42b933e512768ac236bfb36669c5eb3b3bc9acdf1ee4bcf	Gate 2 corporate-action adjusted OHLCV price series across 2016-2020 window
data/verification/halt1b_p_a3/raw_bhavcopy_bars.parquet	7700426	7ef0b60b51ed87ab767b6ba6c2d1bfa4f32e8b65cf2686aaed3ad303550f4241	Gate 1 ingested raw unadjusted OHLCV price series extracted from official daily Bhavcopies
