path	bytes	sha256	what_it_proves
deliverables/phase_7/data_csv/gates_11_16_summary.csv	2993	7c90050eb9308483f14a711b6281bb77acbb8aaa200332c745c39f6b332bec27	Master consolidated compliance summary table certifying PASS status across Gates 11 to 16
deliverables/phase_7/data_csv/gates_17_25_summary.csv	5439	def76cc426ef58ebeb5b00ed8ecd3f33e4e592673c5ce3a00fb97f3490c07a3c	Master consolidated compliance summary table certifying PASS status across Gates 17 to 25
deliverables/phase_7/data_csv/gates_19_21_risk_decomposition.csv	694	4401de45db1705de779005a78dacd36581bcf842ef4b70d0a3ed0290121b76bc	Benchmark risk decomposition and risk-adjusted ratios: Jensen's Alpha, Beta, Tracking Error, IR, Sharpe, Sortino, Calmar (Gates 19-21)
deliverables/phase_7/data_csv/gates_1_4_integrity_audit.csv	1431	3216556d2cbb6758dc99f4b8d92143695251a8334578762528712489c4e27c04	Verification records for Gates 1-4: point-in-time universe, graveyard scrip liquidation, lookahead proof, split adjustments
deliverables/phase_7/data_csv/gates_1_to_10_summary.csv	3216	66d5bae328f640e4b04cd5809ddd7193fefde63589524e22b065dabe7ebb7d0f	Master consolidated compliance summary table certifying PASS status across Gates 1 to 10
deliverables/phase_7/data_csv/gates_1_to_32_master_compliance.csv	4331	f0c4885817a508baf830e85061880bf19e4f48b3e67ff83d595ecdcb606a4cc0	Master institutional compliance matrix certifying 32/32 gates PASS across Phases 7A, 7B, 7C, 7D
deliverables/phase_7/data_csv/gates_23_25_statistical_significance.csv	778	e46461a5d38274909b2e885d60e5f8307fbca1bb83d997c79472067a4befdb15	Statistical significance verification records: Newey-West HAC t-stat, Stationary Block Bootstrap CI, and Deflated Sharpe Ratio (Gates 23-25)
deliverables/phase_7/data_csv/gates_27_28_buffer_and_filter.csv	1175	dfa1f43941a9075a2646d85de8b12b0c15451bf777161dd0300bfcd7768d32a3	Exit rank buffer sensitivity and market regime filter optimization records (Gates 27, 28)
deliverables/phase_7/data_csv/gates_29_30_volar_and_retracement.csv	1061	b281b031621970407a5dec446ff8a1bdcf11f48bdba2ad4afc7ad7b2e0e3e278	Volar ranking vs raw return and 50% retracement in mid/smallcap universes evaluation (Gates 29, 30)
deliverables/phase_7/data_csv/gates_5_8_cost_stress_matrix.csv	670	fa6509b2f87dba1209b7476220154752f180202d6341f61d2e6f5eaea686bc5a	Transaction friction stress matrix (1x, 2x, 3x) and slippage sensitivity ladder (0.10% to 1.00%)
deliverables/phase_7/data_csv/gates_9_10_execution_constraints.csv	695	d0b731fe7b7909193b686960bbf4711e0826ccf15bfc348bf9ee672fd2bf3108	Verification records for Gates 9-10: execution timing models (Open, VWAP, t+2) and circuit limit tradability guard
deliverables/phase_7/data_csv/master_strategy_proven_results.json	1429	af98f1acb2d8b1ad044ff5013d2d1da1d49ec215d6bec7a6a25472f8d65436b6	Programmatic JSON tearsheet certifying 16/16 criteria and delivering PROVEN INSTITUTIONAL GO ruling
deliverables/phase_7/data_csv/monthly_holdings_snapshots.parquet	73555	23f23eedba44e39b0d8a85983c917c895713373f531880329b31e9bb85f10173	Monthly rebalance portfolio holdings snapshots detailing constituent ranks, share counts, market values, and weights
deliverables/phase_7/data_csv/monthly_returns.csv	8225	ef5ca9b899797f35f5933bb7afb08a6e5769e3f4def8863e38be8f0e759ea19f	Standardized monthly returns table with strategy return, benchmark return, and excess return (128 months)
deliverables/phase_7/data_csv/nifty_500_benchmark_proxy.csv	753575	434022a53cbb33c745db54f562d653addeccaeaa3079b378909de0465c4f2ea8	Synthesized continuous NIFTY 500 benchmark proxy with 100% calendar alignment across 4,857 trading sessions
deliverables/phase_7/data_csv/trade_log.csv	131053	49976279257178f1b8ead28ee01dfee93002927e5bedb6bbcc64f9bc1b8a77d1	Comprehensive itemized trade log with signal dates, execution dates, prices, friction costs, and exit reasons (1,134 trades)
deliverables/phase_7/raw/init_phase7_engine.log	1752	f9446377a6c912608c3df00c3d18a92093a82f8f96e1690e06e753e7876871f3	Raw stdout execution log of Task 1 engine configuration and benchmark synthesis
deliverables/phase_7/raw/run_master_proven_gate.log	2157	4a4876bb51151f53a125e78a307a2dd7198b2c8c21853edf278401c07fb453af	Raw stdout execution log of Task 6 Master is_proven institutional decision engine
deliverables/phase_7/raw/test_benchmark_and_risk.log	2491	55cca15db2ac3b4aef99103e43b34b12908ba09595476cc11cf3642924b75cdf	Raw stdout execution log of Task 3 Benchmark decomposition and risk metrics (Gates 19-21)
deliverables/phase_7/raw/test_buffer_and_market_filters.log	1893	3e935de984cf03f37f8193cd4943fe2aa38bc27f34a3aabb5454539a5c9df3c3	Raw stdout execution log of Task 2 Exit Buffer and Market Filter optimization (Gates 27, 28)
deliverables/phase_7/raw/test_capacity_and_liquidity.log	1560	e327755a0ce3c877074c49c83e4390723df06a4f05ffee469792b21dc50d5ac5	Raw stdout execution log of Task 4 Capacity and Liquidity constraints (Gate 31)
deliverables/phase_7/raw/test_component_attribution.log	2036	cca28ff258b42eb36646e0656b5dc90f4cd3fd97b5e1bb33e4b2e616e67a82ac	Raw stdout execution log of Task 1 Component Attribution study (Gate 26)
deliverables/phase_7/raw/test_cost_sensitivity.log	2703	0dd436f84e51497567e3c9725c8424be5fb7e39b46680b96b36eb9acb19c3d8e	Raw stdout execution log of Task 4 cost stress matrix and portfolio deliverables generation
deliverables/phase_7/raw/test_data_integrity.log	2521	46b1f466cd02eaaf8cc4b8ba6304abc4be34079e0152eaf662984954cfa8fbef	Raw stdout execution log of Task 2 data integrity and survivorship audit (Gates 1-4)
deliverables/phase_7/raw/test_etf_variant.log	828	90883add55e75e6cc58c208f4d3a4fce026ecf7df87d8587b94de1d19a12e17a	Raw stdout execution log of Task 5 Multi-Asset ETF variant (Gate 32)
deliverables/phase_7/raw/test_execution_constraints.log	1479	7fd43b48affa51bb10dbdcc6e72570bd8edf7e719722228aee3f530bb8b63b00	Raw stdout execution log of Task 3 execution models and circuit limits (Gates 9-10)
deliverables/phase_7/raw/test_is_oos_split.log	1661	451894805f9e9131e0f65b8ce951bd0810be4d9327191d32a58006234c31c15c	Raw stdout execution log of Task 1 In-Sample / Out-of-Sample split test (Gate 11)
deliverables/phase_7/raw/test_macro_regimes.log	1701	0ffccb9c60dca16e57901ceb73a923207dee0eb00c96cf64bc813fce05743f6f	Raw stdout execution log of Task 1 Macro Regimes stress test (Gate 17)
deliverables/phase_7/raw/test_parameter_plateau.log	6432	ac062c06405c6d4f24a331bd96a2e037824011f814ba66a3ba7d95d1343b4b65	Raw stdout execution log of Task 3 Parameter Plateau sensitivity grid (Gate 14)
deliverables/phase_7/raw/test_random_monte_carlo.log	1593	8970ed2abfa056b08e86ec001e569b7117f37ac10361d3d8ce766940d26698bb	Raw stdout execution log of Task 2 Random Top-20 Monte Carlo control (Gate 18)
deliverables/phase_7/raw/test_rebalance_date_sensitivity.log	1693	76f67155aca38876da861251aac3a3694e563b9247115e306915b93cb9555021	Raw stdout execution log of Task 4 Rebalance-Date sensitivity test (Gate 15)
deliverables/phase_7/raw/test_statistical_significance.log	2107	27970661dc37a8d023bd23ac8d87d4482c7af5e6b8104fa325d5a5d9cda45bed	Raw stdout execution log of Task 5 Statistical significance and multiple-testing deflation (Gates 23-25)
deliverables/phase_7/raw/test_trade_statistics.log	1767	6d4c985a67473d83775472cf1840713debd90ebf645641c49c40336c17e219ea	Raw stdout execution log of Task 4 Trade statistics and expectancy analysis (Gate 22)
deliverables/phase_7/raw/test_universe_and_paper_trading.log	2037	2b53efeebf4392266551756679e63c3fdd4c73e8194ce73e6ad910a7fb10f402	Raw stdout execution log of Task 5 Universe breadth and paper trading test (Gates 16 & 13)
deliverables/phase_7/raw/test_volar_and_retracement.log	1866	a694006cb5153ac38fedea2556f654fab0989d594d867d9bc9f7a11d73985e50	Raw stdout execution log of Task 3 Volar and Retracement thresholds (Gates 29, 30)
deliverables/phase_7/raw/test_walk_forward.log	2183	64ff27cc6e3bfa3eb420c283e7f48570e063eac91ab32c237b50a6df58bbb05e	Raw stdout execution log of Task 2 Walk-Forward rolling analysis (Gate 12)
deliverables/phase_7/scripts/__pycache__/test_capacity_and_liquidity.cpython-314.pyc	17339	3bf40f9412a504e3c34e4a7dcd3669e7996c9db65f9191144dfaa665540f0998	Artifact supporting Phase 7 institutional verification
deliverables/phase_7/scripts/__pycache__/test_component_attribution.cpython-314.pyc	20091	b04a09d07d5c3438b0e766b460fbd6117967775c17f060dded94789e2eba6709	Artifact supporting Phase 7 institutional verification
deliverables/phase_7/scripts/__pycache__/test_cost_sensitivity.cpython-314.pyc	23360	c665369002e5fdff3b6b8e7a20ad7863f54edbe328846cad403444bcd2a13d69	Artifact supporting Phase 7 institutional verification
deliverables/phase_7/scripts/compile_phase7c_summary.py	7940	8215105a2024a64471abd6779ed852e863d74b8c52c6ec85f316bdf182a0e07c	Master consolidated summary table generator script for Gates 17-25
deliverables/phase_7/scripts/generate_evidence_index.py	16326	879dc6aadfe38d3709f37b5ef543ace746324e3bb7e4ebc2cdc5c931b0a7ba16	Phase 7A evidence manifest and cryptographic checksum generator script
deliverables/phase_7/scripts/init_phase7_engine.py	8571	ce9eeb1d77b4cc8d1effc62b818f2b8f7aec5b9f83b392cf1311e517e74b44c3	Engine configuration and continuous benchmark proxy ingestion builder script
deliverables/phase_7/scripts/run_master_proven_gate.py	16085	695e9b508a5dc23b48f2eaf1c1b9bcb9d9e929cf62be6b340ceea661f00733bf	Master automated is_proven(results) institutional decision engine (Gate 32 + Synthesis)
deliverables/phase_7/scripts/test_benchmark_and_risk.py	13700	387ab479d7d3d379e0bb460a052317416582e7281c43e622d781ca5a9234ba6d	Jensen's Alpha, Beta, IR, Sharpe, Sortino, Calmar, and drawdown episode analysis script (Gates 19-21)
deliverables/phase_7/scripts/test_buffer_and_market_filters.py	17431	77c7b31fa946cc0bf04a42727bb42fc592d9ad65d7b7533d704250765e84210d	Exit rank buffer and market regime filter optimization test script (Gates 27, 28)
deliverables/phase_7/scripts/test_capacity_and_liquidity.py	13845	c30cce7629607706f4a95c64af41ba8099306f3bcfbff0d94197a34abeed8f54	Portfolio capacity and ADV liquidity constraints test script (Gate 31)
deliverables/phase_7/scripts/test_component_attribution.py	15298	b2117bce33846a35e8780dab20a35082473895243e97f541be5d88a974199fca	Sequential component attribution and ablation study test script (Gate 26)
deliverables/phase_7/scripts/test_cost_sensitivity.py	23828	9fdeb9dd6250ac0a978938e103de3b123032392d67e853d96b14632c53fbb8bb	Cost stress test, slippage ladder, and standardized portfolio deliverable exporter script
deliverables/phase_7/scripts/test_data_integrity.py	15339	2501cd8111641353e5538c7bcb21b7640505eee72597427a072115813fafea59	Data integrity, graveyard survivorship, lookahead bias, and corporate action audit script
deliverables/phase_7/scripts/test_etf_variant.py	11684	987b6916cef9d320507da093d124f27f46887592f6186b48b449c3446125cc43	Multi-asset ETF basket momentum rotation test script (Gate 32)
deliverables/phase_7/scripts/test_execution_constraints.py	16728	f060c77de9177ccbeb10651d9b9009c3bf18b88f0c70e7c4e183c602c14a39f7	Execution delay models and exchange circuit limit simulation script
deliverables/phase_7/scripts/test_is_oos_split.py	6066	256bdc8c13f891d775b7414cbfbc7ab50cadfe1a67fdb452621a02042301b3e3	In-Sample vs Out-of-Sample split test runner script (Gate 11)
deliverables/phase_7/scripts/test_macro_regimes.py	8078	9ff9e47f4fef5f5696714433c408896b833ee408c6790d1d40eeda8f7f24a457	Macroeconomic regimes stress test runner script across 6 historical Indian market eras (Gate 17)
deliverables/phase_7/scripts/test_parameter_plateau.py	14484	4a695c4e9d45d1a35f44dd99488d0c23149bea172924688a98c39adc397cce9f	Multi-dimensional parameter plateau grid evaluator script (Gate 14)
deliverables/phase_7/scripts/test_random_monte_carlo.py	10965	07547133b2dc25c64a53df0b50528afabdf505bad21ecc1c3ec5067b57e6c65f	1,000-run random top-20 stock selection Monte Carlo simulation runner script (Gate 18)
deliverables/phase_7/scripts/test_rebalance_date_sensitivity.py	6351	8cee8a53f6a11912ac4c79b9268039d5323076c5efab7b1af2b42818c608f16f	Rebalance-date and calendar sensitivity test runner script (Gate 15)
deliverables/phase_7/scripts/test_statistical_significance.py	11487	80c00048b7ef85074a59e0dfd3e278d9826c090cf5b0466ba57fb57d704ba64c	Newey-West HAC, Stationary Block Bootstrap, and Deflated Sharpe Ratio runner script (Gates 23-25)
deliverables/phase_7/scripts/test_trade_statistics.py	10622	74a21d976bde3fa961a008a684bde8ab65bb59d21f6fcaa82a2c139ee13ad74c	Trade statistics, win/loss payoff ratio, and mathematical expectancy analysis script (Gate 22)
deliverables/phase_7/scripts/test_universe_and_paper_trading.py	11263	64e28c8cbd9b0fec3c780a62cdc08c87635e4c4ad87a7488174a6744a9e161f1	Universe breadth sensitivity and simulated paper trading calibration script (Gates 16 & 13)
deliverables/phase_7/scripts/test_volar_and_retracement.py	17407	880cf81aaa6b110258633707803f25ac2d00aacbad573e38619b5ea202ba2c55	Volar ranking and retracement threshold sensitivity test script (Gates 29, 30)
deliverables/phase_7/scripts/test_walk_forward.py	6361	3f2de33ebcb1ea6da3895cdb8474fdff4616261de89c737b7aa4d806ed3eaa8a	Walk-forward rolling analysis test runner script (Gate 12)
deliverables/phase_7/task_list.md	19557	39ac2e2f4694767728db49578c3e273859f2dd4d171457ad15357a80d8fdb4ff	Phase 7A execution roadmap tracking Tasks 1-5 with Standing Gate HALT-8A open
